site	site_nr	sub_area	area_nr	year	tree_nr	dbh	spots	yield	low_high
Lemlem Terara	9	Abergelle-2	8	2008	155	12.5	16	352.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	161	12	3	82.8	highland
Lemlem Terara	9	Abergelle-2	8	2008	162	14	3	43.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	163	12.5	3	171	highland
Lemlem Terara	9	Abergelle-2	8	2008	164	14.5	3	128.9	highland
Lemlem Terara	9	Abergelle-2	8	2008	165	14	3	66.4	highland
Lemlem Terara	9	Abergelle-2	8	2008	221	18.3	6	501.1	highland
Lemlem Terara	9	Abergelle-2	8	2008	222	18.1	6	72.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	223	17.8	6	121.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	224	18.5	6	109	highland
Lemlem Terara	9	Abergelle-2	8	2008	225	16.8	6	196.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	231	16.5	9	334	highland
Lemlem Terara	9	Abergelle-2	8	2008	232	17.2	9	273.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	233	17	9	282.1	highland
Lemlem Terara	9	Abergelle-2	8	2008	234	17.7	9	200.8	highland
Lemlem Terara	9	Abergelle-2	8	2008	235	18.5	9	172.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	242	17.2	12	265.9	highland
Lemlem Terara	9	Abergelle-2	8	2008	243	17.5	12	399.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	244	16.9	12	404.4	highland
Lemlem Terara	9	Abergelle-2	8	2008	245	16.8	12	780.5	highland
Lemlem Terara	9	Abergelle-2	8	2008	251	18.4	16	239	highland
Lemlem Terara	9	Abergelle-2	8	2008	252	17.7	16	363.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	253	16.7	16	216	highland
Lemlem Terara	9	Abergelle-2	8	2008	254	17.6	16	304.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	255	16.8	16	286.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	261	18	3	103.8	highland
Lemlem Terara	9	Abergelle-2	8	2008	262	17	3	107.1	highland
Lemlem Terara	9	Abergelle-2	8	2008	263	15	3	65.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	264	16.5	3	120.9	highland
Lemlem Terara	9	Abergelle-2	8	2008	265	17.8	3	186	highland
Lemlem Terara	9	Abergelle-2	8	2008	321	23.5	6	207.8	highland
Lemlem Terara	9	Abergelle-2	8	2008	323	21.5	6	107.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	324	23	6	366.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	325	22.7	6	314.48	highland
Lemlem Terara	9	Abergelle-2	8	2008	331	23	9	284.8	highland
Lemlem Terara	9	Abergelle-2	8	2008	332	21.5	9	227.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	333	22.5	9	226.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	334	23.5	9	396.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	335	21.5	9	442.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	341	23.5	12	514.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	342	22.7	12	780.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	343	21.8	12	591.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	344	23.5	12	500.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	345	21.8	12	541.8	highland
Lemlem Terara	9	Abergelle-2	8	2008	351	22.9	16	481.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	352	21.5	16	269.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	353	22	16	369.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	354	22.2	16	496.66	highland
Lemlem Terara	9	Abergelle-2	8	2008	355	22.3	16	656.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	361	21.5	3	154.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	362	21	3	186.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	363	22.5	3	134.1	highland
Lemlem Terara	9	Abergelle-2	8	2008	364	23	3	61	highland
Lemlem Terara	9	Abergelle-2	8	2008	365	22	3	60.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	421	28.5	6	124.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	422	28.5	6	595.5	highland
Lemlem Terara	9	Abergelle-2	8	2008	424	26.6	6	124.5	highland
Lemlem Terara	9	Abergelle-2	8	2008	425	26.5	6	615.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	431	28	9	327.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	432	27.2	9	684.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	433	28.5	9	335.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	434	28.4	9	137.5	highland
Lemlem Terara	9	Abergelle-2	8	2008	435	28.1	9	501.1	highland
Lemlem Terara	9	Abergelle-2	8	2008	441	26.5	12	152	highland
Lemlem Terara	9	Abergelle-2	8	2008	442	27	12	471.5	highland
Lemlem Terara	9	Abergelle-2	8	2008	443	26.5	12	1334.15	highland
Lemlem Terara	9	Abergelle-2	8	2008	444	28.4	12	544.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	445	28.2	12	468.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	451	28.2	16	498	highland
Lemlem Terara	9	Abergelle-2	8	2008	452	28.5	16	542	highland
Lemlem Terara	9	Abergelle-2	8	2008	453	27.2	16	358.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	454	28.5	16	155.1	highland
Lemlem Terara	9	Abergelle-2	8	2008	455	28	16	370.8	highland
Lemlem Terara	9	Abergelle-2	8	2008	461	26	3	437.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	462	26	3	230.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	463	27	3	101.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	464	26	3	81.32	highland
Lemlem Terara	9	Abergelle-2	8	2008	465	26.5	3	315.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	521	30.5	6	307.03	highland
Lemlem Terara	9	Abergelle-2	8	2008	522	34	6	383.27	highland
Lemlem Terara	9	Abergelle-2	8	2008	523	31	6	202.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	524	30	6	276.17	highland
Lemlem Terara	9	Abergelle-2	8	2008	525	33.1	6	192.89	highland
Lemlem Terara	9	Abergelle-2	8	2008	531	33.5	9	248.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	532	32.5	9	75.1	highland
Lemlem Terara	9	Abergelle-2	8	2008	533	35	9	414.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	534	30	9	281.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	535	31	9	499.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	541	30	12	337.7	highland
Lemlem Terara	9	Abergelle-2	8	2008	542	35	12	468.8	highland
Lemlem Terara	9	Abergelle-2	8	2008	543	34	12	131.3	highland
Lemlem Terara	9	Abergelle-2	8	2008	544	30.1	12	179.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	545	34.5	12	636.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	551	33.4	16	640.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	552	30	16	237.1	highland
Lemlem Terara	9	Abergelle-2	8	2008	553	31	16	889.2	highland
Lemlem Terara	9	Abergelle-2	8	2008	554	31	16	611.9	highland
Lemlem Terara	9	Abergelle-2	8	2008	555	33.5	16	331.9	highland
Lemlem Terara	9	Abergelle-2	8	2008	561	31	3	86.35	highland
Lemlem Terara	9	Abergelle-2	8	2008	562	34	3	77.35	highland
Lemlem Terara	9	Abergelle-2	8	2008	563	30.5	3	238.23	highland
Lemlem Terara	9	Abergelle-2	8	2008	564	34.5	3	161.6	highland
Lemlem Terara	9	Abergelle-2	8	2008	565	31.5	3	117	highland
Lemlem Terara	9	Metema-1	8	2008	121	12.5	6	12.5	lowland
Lemlem Terara	9	Metema-1	8	2008	123	12.3	6	103.7	lowland
Lemlem Terara	9	Metema-1	8	2008	124	14.2	6	10.3	lowland
Lemlem Terara	9	Metema-1	8	2008	125	13.2	6	40.4	lowland
Lemlem Terara	9	Metema-1	8	2008	131	14.6	9	38.6	lowland
Lemlem Terara	9	Metema-1	8	2008	133	14.1	9	33.6	lowland
Lemlem Terara	9	Metema-1	8	2008	134	13.1	9	113	lowland
Lemlem Terara	9	Metema-1	8	2008	135	12.4	9	38.5	lowland
Lemlem Terara	9	Metema-1	8	2008	141	14.5	12	23.7	lowland
Lemlem Terara	9	Metema-1	8	2008	142	13.9	12	243.9	lowland
Lemlem Terara	9	Metema-1	8	2008	143	14	12	151.6	lowland
Lemlem Terara	9	Metema-1	8	2008	144	14.4	12	208.3	lowland
Lemlem Terara	9	Metema-1	8	2008	145	13.8	12	33.7	lowland
Lemlem Terara	9	Metema-1	8	2008	151	14.4	16	515	lowland
Lemlem Terara	9	Metema-1	8	2008	152	13.1	16	55.3	lowland
Lemlem Terara	9	Metema-1	8	2008	153	12.6	16	44.4	lowland
Lemlem Terara	9	Metema-1	8	2008	154	12.1	16	57.4	lowland
Lemlem Terara	9	Metema-1	8	2008	155	13.1	16	286.3	lowland
Lemlem Terara	9	Metema-1	8	2008	161	13	3	56.1	lowland
Lemlem Terara	9	Metema-1	8	2008	162	13.8	3	94.8	lowland
Lemlem Terara	9	Metema-1	8	2008	163	14.6	3	19.5	lowland
Lemlem Terara	9	Metema-1	8	2008	164	13.7	3	55.2	lowland
Lemlem Terara	9	Metema-1	8	2008	165	13.6	3	54.2	lowland
Lemlem Terara	9	Metema-1	8	2008	221	17	6	170.5	lowland
Lemlem Terara	9	Metema-1	8	2008	222	17.6	6	31.9	lowland
Lemlem Terara	9	Metema-1	8	2008	223	18.2	6	112.7	lowland
Lemlem Terara	9	Metema-1	8	2008	224	18.1	6	106.1	lowland
Lemlem Terara	9	Metema-1	8	2008	225	18.6	6	251.3	lowland
Lemlem Terara	9	Metema-1	8	2008	231	18	9	169.6	lowland
Lemlem Terara	9	Metema-1	8	2008	232	16.4	9	122.5	lowland
Lemlem Terara	9	Metema-1	8	2008	233	18.4	9	57.8	lowland
Lemlem Terara	9	Metema-1	8	2008	234	17.5	9	71.3	lowland
Lemlem Terara	9	Metema-1	8	2008	235	16.4	9	56.2	lowland
Lemlem Terara	9	Metema-1	8	2008	241	16.8	12	371.2	lowland
Lemlem Terara	9	Metema-1	8	2008	242	17.3	12	130.4	lowland
Lemlem Terara	9	Metema-1	8	2008	243	18.1	12	195.9	lowland
Lemlem Terara	9	Metema-1	8	2008	244	18	12	230.45	lowland
Lemlem Terara	9	Metema-1	8	2008	245	18.3	12	259.9	lowland
Lemlem Terara	9	Metema-1	8	2008	251	16.2	16	299.1	lowland
Lemlem Terara	9	Metema-1	8	2008	252	18.1	16	225.2	lowland
Lemlem Terara	9	Metema-1	8	2008	253	17.9	16	503	lowland
Lemlem Terara	9	Metema-1	8	2008	254	17.3	16	352.6	lowland
Lemlem Terara	9	Metema-1	8	2008	255	17.1	16	115	lowland
Lemlem Terara	9	Metema-1	8	2008	261	16.2	3	11.9	lowland
Lemlem Terara	9	Metema-1	8	2008	262	17.6	3	50.1	lowland
Lemlem Terara	9	Metema-1	8	2008	263	18.2	3	16.3	lowland
Lemlem Terara	9	Metema-1	8	2008	264	16.6	3	59.4	lowland
Lemlem Terara	9	Metema-1	8	2008	265	17.2	3	72.9	lowland
Lemlem Terara	9	Metema-1	8	2008	321	22.7	6	241.8	lowland
Lemlem Terara	9	Metema-1	8	2008	322	22.6	6	286.6	lowland
Lemlem Terara	9	Metema-1	8	2008	323	22.2	6	207	lowland
Lemlem Terara	9	Metema-1	8	2008	324	22.6	6	60.8	lowland
Lemlem Terara	9	Metema-1	8	2008	325	22.9	6	397.4	lowland
Lemlem Terara	9	Metema-1	8	2008	331	22.5	9	242.1	lowland
Lemlem Terara	9	Metema-1	8	2008	332	23.4	9	261.8	lowland
Lemlem Terara	9	Metema-1	8	2008	333	22.7	9	187.2	lowland
Lemlem Terara	9	Metema-1	8	2008	334	23.5	9	134.2	lowland
Lemlem Terara	9	Metema-1	8	2008	335	22.8	9	309	lowland
Lemlem Terara	9	Metema-1	8	2008	341	23.5	12	364.8	lowland
Lemlem Terara	9	Metema-1	8	2008	342	21.3	12	647.8	lowland
Lemlem Terara	9	Metema-1	8	2008	343	23.6	12	445.8	lowland
Lemlem Terara	9	Metema-1	8	2008	344	22.1	12	477.9	lowland
Lemlem Terara	9	Metema-1	8	2008	345	23.5	12	358.4	lowland
Lemlem Terara	9	Metema-1	8	2008	351	22.1	16	297.2	lowland
Lemlem Terara	9	Metema-1	8	2008	352	22.8	16	665	lowland
Lemlem Terara	9	Metema-1	8	2008	353	22.8	16	403	lowland
Lemlem Terara	9	Metema-1	8	2008	354	23.2	16	289.5	lowland
Lemlem Terara	9	Metema-1	8	2008	355	21.9	16	397.5	lowland
Lemlem Terara	9	Metema-1	8	2008	361	22.6	3	311	lowland
Lemlem Terara	9	Metema-1	8	2008	362	21.4	3	175.3	lowland
Lemlem Terara	9	Metema-1	8	2008	363	22.3	3	64.1	lowland
Lemlem Terara	9	Metema-1	8	2008	364	21.1	3	243	lowland
Lemlem Terara	9	Metema-1	8	2008	365	23.8	3	64.1	lowland
Lemlem Terara	9	Metema-1	8	2008	421	26.7	6	166	lowland
Lemlem Terara	9	Metema-1	8	2008	422	27.4	6	335.2	lowland
Lemlem Terara	9	Metema-1	8	2008	423	28.5	6	234.1	lowland
Lemlem Terara	9	Metema-1	8	2008	424	27.9	6	122.2	lowland
Lemlem Terara	9	Metema-1	8	2008	425	27.4	6	513.4	lowland
Lemlem Terara	9	Metema-1	8	2008	431	26.7	9	436.2	lowland
Lemlem Terara	9	Metema-1	8	2008	432	28.5	9	397	lowland
Lemlem Terara	9	Metema-1	8	2008	433	27.9	9	320.5	lowland
Lemlem Terara	9	Metema-1	8	2008	434	27.6	9	399.8	lowland
Lemlem Terara	9	Metema-1	8	2008	435	28.5	9	691.6	lowland
Lemlem Terara	9	Metema-1	8	2008	441	26.3	12	264.5	lowland
Lemlem Terara	9	Metema-1	8	2008	442	27.7	12	614.4	lowland
Lemlem Terara	9	Metema-1	8	2008	443	27	12	385.6	lowland
Lemlem Terara	9	Metema-1	8	2008	444	26.5	12	283.1	lowland
Lemlem Terara	9	Metema-1	8	2008	445	27.4	12	367.9	lowland
Lemlem Terara	9	Metema-1	8	2008	451	28	16	281.2	lowland
Lemlem Terara	9	Metema-1	8	2008	452	27	16	248	lowland
Lemlem Terara	9	Metema-1	8	2008	453	27	16	637.7	lowland
Lemlem Terara	9	Metema-1	8	2008	454	28.4	16	99.6	lowland
Lemlem Terara	9	Metema-1	8	2008	455	28	16	228.4	lowland
Lemlem Terara	9	Metema-1	8	2008	461	27.4	3	137.1	lowland
Lemlem Terara	9	Metema-1	8	2008	462	27.9	3	43.3	lowland
Lemlem Terara	9	Metema-1	8	2008	463	26.7	3	162	lowland
Lemlem Terara	9	Metema-1	8	2008	464	26.4	3	193.8	lowland
Lemlem Terara	9	Metema-1	8	2008	465	26.6	3	398.8	lowland
Lemlem Terara	9	Metema-1	8	2008	521	41.5	6	607.9	lowland
Lemlem Terara	9	Metema-1	8	2008	522	34	6	416.3	lowland
Lemlem Terara	9	Metema-1	8	2008	524	31	6	198.1	lowland
Lemlem Terara	9	Metema-1	8	2008	525	37.2	6	190.4	lowland
Lemlem Terara	9	Metema-1	8	2008	532	32.5	9	705.7	lowland
Lemlem Terara	9	Metema-1	8	2008	533	33.2	9	573	lowland
Lemlem Terara	9	Metema-1	8	2008	534	32.1	9	256.4	lowland
Lemlem Terara	9	Metema-1	8	2008	535	34.7	9	299.4	lowland
Lemlem Terara	9	Metema-1	8	2008	541	38.4	12	929.2	lowland
Lemlem Terara	9	Metema-1	8	2008	542	33.5	12	1220.7	lowland
Lemlem Terara	9	Metema-1	8	2008	543	31.9	12	381.1	lowland
Lemlem Terara	9	Metema-1	8	2008	544	31.3	12	852.5	lowland
Lemlem Terara	9	Metema-1	8	2008	545	42.7	12	820.1	lowland
Lemlem Terara	9	Metema-1	8	2008	551	43.1	16	312.9	lowland
Lemlem Terara	9	Metema-1	8	2008	552	31.8	16	627.5	lowland
Lemlem Terara	9	Metema-1	8	2008	553	34.3	16	107.4	lowland
Lemlem Terara	9	Metema-1	8	2008	554	38.2	16	1031.5	lowland
Lemlem Terara	9	Metema-1	8	2008	555	40.7	16	697.5	lowland
Lemlem Terara	9	Metema-1	8	2008	561	34.5	3	94.1	lowland
Lemlem Terara	9	Metema-1	8	2008	562	34.8	3	137.1	lowland
Lemlem Terara	9	Metema-1	8	2008	563	36.9	3	129.1	lowland
Lemlem Terara	9	Metema-1	8	2008	564	32.9	3	192.9	lowland
Lemlem Terara	9	Metema-1	8	2008	565	35.7	3	458.4	lowland
Lemlem Terara	9	Metema-2	8	2008	121	12.3	6	58.5	lowland
Lemlem Terara	9	Metema-2	8	2008	122	12.8	6	89.2	lowland
Lemlem Terara	9	Metema-2	8	2008	123	14.5	6	49	lowland
Lemlem Terara	9	Metema-2	8	2008	124	14.5	6	157	lowland
Lemlem Terara	9	Metema-2	8	2008	125	12.4	6	18.8	lowland
Lemlem Terara	9	Metema-2	8	2008	131	13.2	9	80.6	lowland
Lemlem Terara	9	Metema-2	8	2008	132	13.9	9	224.5	lowland
Lemlem Terara	9	Metema-2	8	2008	133	14.2	9	214.3	lowland
Lemlem Terara	9	Metema-2	8	2008	134	13.2	9	154.1	lowland
Lemlem Terara	9	Metema-2	8	2008	135	14.1	9	135	lowland
Lemlem Terara	9	Metema-2	8	2008	141	12.8	12	68	lowland
Lemlem Terara	9	Metema-2	8	2008	142	14.2	12	107.5	lowland
Lemlem Terara	9	Metema-2	8	2008	143	14.4	12	57.2	lowland
Lemlem Terara	9	Metema-2	8	2008	144	14.4	12	20.7	lowland
Lemlem Terara	9	Metema-2	8	2008	145	13.2	12	62.4	lowland
Lemlem Terara	9	Metema-2	8	2008	151	13.4	16	112.1	lowland
Lemlem Terara	9	Metema-2	8	2008	152	13.1	16	152.8	lowland
Lemlem Terara	9	Metema-2	8	2008	153	14.5	16	42.8	lowland
Lemlem Terara	9	Metema-2	8	2008	154	14.2	16	45.2	lowland
Lemlem Terara	9	Metema-2	8	2008	155	13.9	16	50.6	lowland
Lemlem Terara	9	Metema-2	8	2008	161	14.2	3	20.5	lowland
Lemlem Terara	9	Metema-2	8	2008	162	12.2	3	46.4	lowland
Lemlem Terara	9	Metema-2	8	2008	163	12.6	3	7.5	lowland
Lemlem Terara	9	Metema-2	8	2008	164	14	3	67	lowland
Lemlem Terara	9	Metema-2	8	2008	165	14.7	3	45.7	lowland
Lemlem Terara	9	Metema-2	8	2008	221	17.2	6	32.97	lowland
Lemlem Terara	9	Metema-2	8	2008	222	16.7	6	24.5	lowland
Lemlem Terara	9	Metema-2	8	2008	223	17.8	6	61.8	lowland
Lemlem Terara	9	Metema-2	8	2008	224	17.3	6	270.9	lowland
Lemlem Terara	9	Metema-2	8	2008	225	18.3	6	185.8	lowland
Lemlem Terara	9	Metema-2	8	2008	231	17.2	9	104.9	lowland
Lemlem Terara	9	Metema-2	8	2008	232	18.3	9	431.4	lowland
Lemlem Terara	9	Metema-2	8	2008	233	17.8	9	154.3	lowland
Lemlem Terara	9	Metema-2	8	2008	234	16.7	9	89.4	lowland
Lemlem Terara	9	Metema-2	8	2008	235	17.9	9	208.7	lowland
Lemlem Terara	9	Metema-2	8	2008	241	17.5	12	145.8	lowland
Lemlem Terara	9	Metema-2	8	2008	242	18.7	12	362.9	lowland
Lemlem Terara	9	Metema-2	8	2008	243	18.5	12	165.9	lowland
Lemlem Terara	9	Metema-2	8	2008	244	18.6	12	487.9	lowland
Lemlem Terara	9	Metema-2	8	2008	245	18	12	283	lowland
Lemlem Terara	9	Metema-2	8	2008	251	17.5	16	326	lowland
Lemlem Terara	9	Metema-2	8	2008	252	17.8	16	207.3	lowland
Lemlem Terara	9	Metema-2	8	2008	253	18.6	16	231.7	lowland
Lemlem Terara	9	Metema-2	8	2008	254	16.7	16	92.2	lowland
Lemlem Terara	9	Metema-2	8	2008	255	17.7	16	18.6	lowland
Lemlem Terara	9	Metema-2	8	2008	261	16.3	3	28.4	lowland
Lemlem Terara	9	Metema-2	8	2008	262	16.4	3	98.4	lowland
Lemlem Terara	9	Metema-2	8	2008	263	16.3	3	27.6	lowland
Lemlem Terara	9	Metema-2	8	2008	264	18.5	3	22.7	lowland
Lemlem Terara	9	Metema-2	8	2008	265	16.2	3	36.1	lowland
Lemlem Terara	9	Metema-2	8	2008	321	22.5	6	94	lowland
Lemlem Terara	9	Metema-2	8	2008	322	21.9	6	231.7	lowland
Lemlem Terara	9	Metema-2	8	2008	323	22.5	6	113.8	lowland
Lemlem Terara	9	Metema-2	8	2008	324	22.4	6	392	lowland
Lemlem Terara	9	Metema-2	8	2008	325	22.1	6	458.8	lowland
Lemlem Terara	9	Metema-2	8	2008	331	22.7	9	156.5	lowland
Lemlem Terara	9	Metema-2	8	2008	332	23.3	9	60.4	lowland
Lemlem Terara	9	Metema-2	8	2008	333	23	9	199.2	lowland
Lemlem Terara	9	Metema-2	8	2008	334	23.3	9	150.1	lowland
Lemlem Terara	9	Metema-2	8	2008	335	22.9	9	289.2	lowland
Lemlem Terara	9	Metema-2	8	2008	341	21.4	12	242.4	lowland
Lemlem Terara	9	Metema-2	8	2008	342	21.9	12	346.1	lowland
Lemlem Terara	9	Metema-2	8	2008	343	22.1	12	210.6	lowland
Lemlem Terara	9	Metema-2	8	2008	344	23.2	12	204.9	lowland
Lemlem Terara	9	Metema-2	8	2008	345	22.1	12	48.2	lowland
Lemlem Terara	9	Metema-2	8	2008	351	23.4	16	583.8	lowland
Lemlem Terara	9	Metema-2	8	2008	352	21.7	16	508.1	lowland
Lemlem Terara	9	Metema-2	8	2008	353	22.6	16	469	lowland
Lemlem Terara	9	Metema-2	8	2008	354	22.5	16	157.5	lowland
Lemlem Terara	9	Metema-2	8	2008	355	23.4	16	708.2	lowland
Lemlem Terara	9	Metema-2	8	2008	361	21.4	3	91.6	lowland
Lemlem Terara	9	Metema-2	8	2008	362	22.1	3	55.5	lowland
Lemlem Terara	9	Metema-2	8	2008	363	21.3	3	129.2	lowland
Lemlem Terara	9	Metema-2	8	2008	364	22.8	3	45.8	lowland
Lemlem Terara	9	Metema-2	8	2008	365	21.1	3	13.7	lowland
Lemlem Terara	9	Metema-2	8	2008	421	27.9	6	254.2	lowland
Lemlem Terara	9	Metema-2	8	2008	422	27.2	6	531.3	lowland
Lemlem Terara	9	Metema-2	8	2008	423	28.5	6	176.5	lowland
Lemlem Terara	9	Metema-2	8	2008	425	28.4	6	285.2	lowland
Lemlem Terara	9	Metema-2	8	2008	431	26.9	9	509.7	lowland
Lemlem Terara	9	Metema-2	8	2008	432	26.7	9	598.3	lowland
Lemlem Terara	9	Metema-2	8	2008	433	26.5	9	143.1	lowland
Lemlem Terara	9	Metema-2	8	2008	434	26.8	9	22.9	lowland
Lemlem Terara	9	Metema-2	8	2008	435	26.5	9	353.7	lowland
Lemlem Terara	9	Metema-2	8	2008	441	26.5	12	372.5	lowland
Lemlem Terara	9	Metema-2	8	2008	442	27.3	12	627.5	lowland
Lemlem Terara	9	Metema-2	8	2008	443	28.2	12	391.1	lowland
Lemlem Terara	9	Metema-2	8	2008	444	26.5	12	260.4	lowland
Lemlem Terara	9	Metema-2	8	2008	445	27.1	12	646.1	lowland
Lemlem Terara	9	Metema-2	8	2008	451	27.2	16	135	lowland
Lemlem Terara	9	Metema-2	8	2008	452	27.5	16	491.4	lowland
Lemlem Terara	9	Metema-2	8	2008	453	29.5	16	420.9	lowland
Lemlem Terara	9	Metema-2	8	2008	454	26.8	16	446.3	lowland
Lemlem Terara	9	Metema-2	8	2008	455	27.2	16	286.4	lowland
Lemlem Terara	9	Metema-2	8	2008	461	26	3	164.8	lowland
Lemlem Terara	9	Metema-2	8	2008	462	27.6	3	105.9	lowland
Lemlem Terara	9	Metema-2	8	2008	463	27.3	3	78.9	lowland
Lemlem Terara	9	Metema-2	8	2008	464	28.6	3	93.6	lowland
Lemlem Terara	9	Metema-2	8	2008	465	29	3	54.7	lowland
Lemlem Terara	9	Metema-2	8	2008	521	32	6	171.3	lowland
Lemlem Terara	9	Metema-2	8	2008	522	30.3	6	133.4	lowland
Lemlem Terara	9	Metema-2	8	2008	523	32.8	6	493.2	lowland
Lemlem Terara	9	Metema-2	8	2008	524	30.3	6	153	lowland
Lemlem Terara	9	Metema-2	8	2008	525	30.4	6	410.8	lowland
Lemlem Terara	9	Metema-2	8	2008	531	30.1	9	520.7	lowland
Lemlem Terara	9	Metema-2	8	2008	532	34.2	9	91.5	lowland
Lemlem Terara	9	Metema-2	8	2008	533	31.8	9	571.1	lowland
Lemlem Terara	9	Metema-2	8	2008	534	30.5	9	35.4	lowland
Lemlem Terara	9	Metema-2	8	2008	535	30	9	123.6	lowland
Lemlem Terara	9	Metema-2	8	2008	541	32.1	12	85.2	lowland
Lemlem Terara	9	Metema-2	8	2008	542	31.5	12	543.5	lowland
Lemlem Terara	9	Metema-2	8	2008	543	32.2	12	1704.2	lowland
Lemlem Terara	9	Metema-2	8	2008	544	30.5	12	54.4	lowland
Lemlem Terara	9	Metema-2	8	2008	551	35	16	92	lowland
Lemlem Terara	9	Metema-2	8	2008	552	31.1	16	69.6	lowland
Lemlem Terara	9	Metema-2	8	2008	553	35.5	16	309.9	lowland
Lemlem Terara	9	Metema-2	8	2008	554	30.9	16	954.9	lowland
Lemlem Terara	9	Metema-2	8	2008	555	30.5	16	369.1	lowland
Lemlem Terara	9	Metema-2	8	2008	561	30.3	3	76.9	lowland
Lemlem Terara	9	Metema-2	8	2008	562	31.7	3	122.8	lowland
Lemlem Terara	9	Metema-2	8	2008	563	31.7	3	105.9	lowland
Lemlem Terara	9	Metema-2	8	2008	565	31.6	3	247.1	lowland
